timestamp,size,variant,method,alpha,model_path,test_acc,train_file,test_file,epochs,batch,val_split
2025-10-19_01-50-56,1_tiny,eda,rd,0.4,/content/drive/MyDrive/EDA_Project/models/sst2__size-1_tiny__cnn__eda-rd_a0.4__2025-10-19_01-50-56.keras,0.7155963302752294,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_rd_0.4.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,8,256,0.1
2025-10-19_01-51-08,1_tiny,eda,rd,0.5,/content/drive/MyDrive/EDA_Project/models/sst2__size-1_tiny__cnn__eda-rd_a0.5__2025-10-19_01-51-08.keras,0.7236238532110092,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_rd_0.5.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,9,256,0.1
2025-10-19_01-51-22,1_tiny,eda,rs,0.1,/content/drive/MyDrive/EDA_Project/models/sst2__size-1_tiny__cnn__eda-rs_a0.1__2025-10-19_01-51-22.keras,0.7557339449541285,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_rs_0.1.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,13,256,0.1
2025-10-19_01-51-35,1_tiny,eda,rs,0.2,/content/drive/MyDrive/EDA_Project/models/sst2__size-1_tiny__cnn__eda-rs_a0.2__2025-10-19_01-51-35.keras,0.7247706422018348,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_rs_0.2.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,12,256,0.1
2025-10-19_01-51-49,1_tiny,eda,rs,0.3,/content/drive/MyDrive/EDA_Project/models/sst2__size-1_tiny__cnn__eda-rs_a0.3__2025-10-19_01-51-49.keras,0.7568807339449541,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_rs_0.3.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,13,256,0.1
2025-10-19_01-52-02,1_tiny,eda,rs,0.4,/content/drive/MyDrive/EDA_Project/models/sst2__size-1_tiny__cnn__eda-rs_a0.4__2025-10-19_01-52-02.keras,0.7442660550458715,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_rs_0.4.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,10,256,0.1
2025-10-19_01-52-15,1_tiny,eda,rs,0.5,/content/drive/MyDrive/EDA_Project/models/sst2__size-1_tiny__cnn__eda-rs_a0.5__2025-10-19_01-52-15.keras,0.7626146788990825,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_rs_0.5.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,10,256,0.1
2025-10-19_01-52-27,2_small,baseline,None,None,/content/drive/MyDrive/EDA_Project/models/sst2__size-2_small__cnn__baseline__2025-10-19_01-52-27.keras,0.7775229357798165,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_orig.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,9,256,0.1
2025-10-19_01-52-52,2_small,eda,sr,0.1,/content/drive/MyDrive/EDA_Project/models/sst2__size-2_small__cnn__eda-sr_a0.1__2025-10-19_01-52-52.keras,0.7327981651376146,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_sr_0.1.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,12,256,0.1
2025-10-19_01-53-11,2_small,eda,sr,0.2,/content/drive/MyDrive/EDA_Project/models/sst2__size-2_small__cnn__eda-sr_a0.2__2025-10-19_01-53-11.keras,0.7305045871559633,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_sr_0.2.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,7,256,0.1
2025-10-19_01-53-32,2_small,eda,sr,0.3,/content/drive/MyDrive/EDA_Project/models/sst2__size-2_small__cnn__eda-sr_a0.3__2025-10-19_01-53-32.keras,0.7408256880733946,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_sr_0.3.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,8,256,0.1
2025-10-19_01-53-53,2_small,eda,sr,0.4,/content/drive/MyDrive/EDA_Project/models/sst2__size-2_small__cnn__eda-sr_a0.4__2025-10-19_01-53-53.keras,0.7522935779816514,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_sr_0.4.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,8,256,0.1
2025-10-19_01-54-14,2_small,eda,sr,0.5,/content/drive/MyDrive/EDA_Project/models/sst2__size-2_small__cnn__eda-sr_a0.5__2025-10-19_01-54-14.keras,0.7534403669724771,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_sr_0.5.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,8,256,0.1
2025-10-19_01-54-35,2_small,eda,ri,0.1,/content/drive/MyDrive/EDA_Project/models/sst2__size-2_small__cnn__eda-ri_a0.1__2025-10-19_01-54-35.keras,0.7717889908256881,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_ri_0.1.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,8,256,0.1
2025-10-19_01-54-58,2_small,eda,ri,0.2,/content/drive/MyDrive/EDA_Project/models/sst2__size-2_small__cnn__eda-ri_a0.2__2025-10-19_01-54-58.keras,0.7442660550458715,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_ri_0.2.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,10,256,0.1
2025-10-19_01-55-20,2_small,eda,ri,0.3,/content/drive/MyDrive/EDA_Project/models/sst2__size-2_small__cnn__eda-ri_a0.3__2025-10-19_01-55-20.keras,0.7545871559633027,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_ri_0.3.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,9,256,0.1
2025-10-19_01-55-43,2_small,eda,ri,0.4,/content/drive/MyDrive/EDA_Project/models/sst2__size-2_small__cnn__eda-ri_a0.4__2025-10-19_01-55-43.keras,0.7545871559633027,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_ri_0.4.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,10,256,0.1
2025-10-19_01-56-04,2_small,eda,ri,0.5,/content/drive/MyDrive/EDA_Project/models/sst2__size-2_small__cnn__eda-ri_a0.5__2025-10-19_01-56-04.keras,0.7534403669724771,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_ri_0.5.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,8,256,0.1
2025-10-19_01-56-27,2_small,eda,rd,0.1,/content/drive/MyDrive/EDA_Project/models/sst2__size-2_small__cnn__eda-rd_a0.1__2025-10-19_01-56-27.keras,0.7442660550458715,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_rd_0.1.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,10,256,0.1
2025-10-19_01-56-49,2_small,eda,rd,0.2,/content/drive/MyDrive/EDA_Project/models/sst2__size-2_small__cnn__eda-rd_a0.2__2025-10-19_01-56-49.keras,0.7442660550458715,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_rd_0.2.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,9,256,0.1
2025-10-19_01-57-08,2_small,eda,rd,0.3,/content/drive/MyDrive/EDA_Project/models/sst2__size-2_small__cnn__eda-rd_a0.3__2025-10-19_01-57-08.keras,0.7454128440366973,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_rd_0.3.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,7,256,0.1
2025-10-19_01-57-30,2_small,eda,rd,0.4,/content/drive/MyDrive/EDA_Project/models/sst2__size-2_small__cnn__eda-rd_a0.4__2025-10-19_01-57-30.keras,0.7396788990825688,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_rd_0.4.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,9,256,0.1
2025-10-19_01-57-49,2_small,eda,rd,0.5,/content/drive/MyDrive/EDA_Project/models/sst2__size-2_small__cnn__eda-rd_a0.5__2025-10-19_01-57-49.keras,0.7465596330275229,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_rd_0.5.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,7,256,0.1
2025-10-19_01-58-12,2_small,eda,rs,0.1,/content/drive/MyDrive/EDA_Project/models/sst2__size-2_small__cnn__eda-rs_a0.1__2025-10-19_01-58-12.keras,0.7775229357798165,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_rs_0.1.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,10,256,0.1
2025-10-19_01-58-34,2_small,eda,rs,0.2,/content/drive/MyDrive/EDA_Project/models/sst2__size-2_small__cnn__eda-rs_a0.2__2025-10-19_01-58-34.keras,0.7729357798165137,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_rs_0.2.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,9,256,0.1
2025-10-19_01-58-54,2_small,eda,rs,0.3,/content/drive/MyDrive/EDA_Project/models/sst2__size-2_small__cnn__eda-rs_a0.3__2025-10-19_01-58-54.keras,0.7844036697247706,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_rs_0.3.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,7,256,0.1
2025-10-19_01-59-14,2_small,eda,rs,0.4,/content/drive/MyDrive/EDA_Project/models/sst2__size-2_small__cnn__eda-rs_a0.4__2025-10-19_01-59-14.keras,0.7568807339449541,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_rs_0.4.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,8,256,0.1
2025-10-19_01-59-37,2_small,eda,rs,0.5,/content/drive/MyDrive/EDA_Project/models/sst2__size-2_small__cnn__eda-rs_a0.5__2025-10-19_01-59-37.keras,0.7729357798165137,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_rs_0.5.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,7,256,0.1
2025-10-19_01-59-52,3_standard,baseline,None,None,/content/drive/MyDrive/EDA_Project/models/sst2__size-3_standard__cnn__baseline__2025-10-19_01-59-52.keras,0.7924311926605505,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_orig.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,8,256,0.1
2025-10-19_02-00-23,3_standard,eda,sr,0.1,/content/drive/MyDrive/EDA_Project/models/sst2__size-3_standard__cnn__eda-sr_a0.1__2025-10-19_02-00-23.keras,0.7350917431192661,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_sr_0.1.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,9,256,0.1
2025-10-19_02-00-50,3_standard,eda,sr,0.2,/content/drive/MyDrive/EDA_Project/models/sst2__size-3_standard__cnn__eda-sr_a0.2__2025-10-19_02-00-50.keras,0.7522935779816514,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_sr_0.2.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,7,256,0.1
2025-10-19_02-01-18,3_standard,eda,sr,0.3,/content/drive/MyDrive/EDA_Project/models/sst2__size-3_standard__cnn__eda-sr_a0.3__2025-10-19_02-01-18.keras,0.7465596330275229,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_sr_0.3.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,7,256,0.1
2025-10-19_02-01-43,3_standard,eda,sr,0.4,/content/drive/MyDrive/EDA_Project/models/sst2__size-3_standard__cnn__eda-sr_a0.4__2025-10-19_02-01-43.keras,0.768348623853211,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_sr_0.4.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,6,256,0.1
2025-10-19_02-02-11,3_standard,eda,sr,0.5,/content/drive/MyDrive/EDA_Project/models/sst2__size-3_standard__cnn__eda-sr_a0.5__2025-10-19_02-02-11.keras,0.7293577981651376,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_sr_0.5.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,7,256,0.1
2025-10-19_02-02-42,3_standard,eda,ri,0.1,/content/drive/MyDrive/EDA_Project/models/sst2__size-3_standard__cnn__eda-ri_a0.1__2025-10-19_02-02-42.keras,0.7729357798165137,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_ri_0.1.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,9,256,0.1
2025-10-19_02-03-09,3_standard,eda,ri,0.2,/content/drive/MyDrive/EDA_Project/models/sst2__size-3_standard__cnn__eda-ri_a0.2__2025-10-19_02-03-09.keras,0.783256880733945,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_ri_0.2.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,7,256,0.1
2025-10-19_02-03-38,3_standard,eda,ri,0.3,/content/drive/MyDrive/EDA_Project/models/sst2__size-3_standard__cnn__eda-ri_a0.3__2025-10-19_02-03-38.keras,0.7970183486238532,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_ri_0.3.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,8,256,0.1
2025-10-19_02-04-06,3_standard,eda,ri,0.4,/content/drive/MyDrive/EDA_Project/models/sst2__size-3_standard__cnn__eda-ri_a0.4__2025-10-19_02-04-06.keras,0.8038990825688074,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_ri_0.4.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,7,256,0.1
2025-10-19_02-04-32,3_standard,eda,ri,0.5,/content/drive/MyDrive/EDA_Project/models/sst2__size-3_standard__cnn__eda-ri_a0.5__2025-10-19_02-04-31.keras,0.8073394495412844,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_ri_0.5.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,6,256,0.1
2025-10-19_02-05-04,3_standard,eda,rd,0.1,/content/drive/MyDrive/EDA_Project/models/sst2__size-3_standard__cnn__eda-rd_a0.1__2025-10-19_02-05-04.keras,0.7729357798165137,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_rd_0.1.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,10,256,0.1
2025-10-19_02-05-38,3_standard,eda,rd,0.2,/content/drive/MyDrive/EDA_Project/models/sst2__size-3_standard__cnn__eda-rd_a0.2__2025-10-19_02-05-38.keras,0.7672018348623854,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_rd_0.2.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,11,256,0.1
2025-10-19_02-06-07,3_standard,eda,rd,0.3,/content/drive/MyDrive/EDA_Project/models/sst2__size-3_standard__cnn__eda-rd_a0.3__2025-10-19_02-06-07.keras,0.7694954128440367,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_rd_0.3.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,8,256,0.1
2025-10-19_02-06-35,3_standard,eda,rd,0.4,/content/drive/MyDrive/EDA_Project/models/sst2__size-3_standard__cnn__eda-rd_a0.4__2025-10-19_02-06-35.keras,0.7786697247706422,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_rd_0.4.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,8,256,0.1
2025-10-19_02-07-02,3_standard,eda,rd,0.5,/content/drive/MyDrive/EDA_Project/models/sst2__size-3_standard__cnn__eda-rd_a0.5__2025-10-19_02-07-02.keras,0.7706422018348624,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_rd_0.5.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,7,256,0.1
2025-10-19_02-07-31,3_standard,eda,rs,0.1,/content/drive/MyDrive/EDA_Project/models/sst2__size-3_standard__cnn__eda-rs_a0.1__2025-10-19_02-07-31.keras,0.7901376146788991,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_rs_0.1.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,8,256,0.1
2025-10-19_02-08-05,3_standard,eda,rs,0.2,/content/drive/MyDrive/EDA_Project/models/sst2__size-3_standard__cnn__eda-rs_a0.2__2025-10-19_02-08-05.keras,0.7649082568807339,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_rs_0.2.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,11,256,0.1
2025-10-19_02-08-32,3_standard,eda,rs,0.3,/content/drive/MyDrive/EDA_Project/models/sst2__size-3_standard__cnn__eda-rs_a0.3__2025-10-19_02-08-32.keras,0.7889908256880734,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_rs_0.3.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,7,256,0.1
2025-10-19_02-08-57,3_standard,eda,rs,0.4,/content/drive/MyDrive/EDA_Project/models/sst2__size-3_standard__cnn__eda-rs_a0.4__2025-10-19_02-08-57.keras,0.7855504587155964,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_rs_0.4.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,6,256,0.1
2025-10-19_02-09-22,3_standard,eda,rs,0.5,/content/drive/MyDrive/EDA_Project/models/sst2__size-3_standard__cnn__eda-rs_a0.5__2025-10-19_02-09-22.keras,0.805045871559633,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_rs_0.5.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,6,256,0.1
2025-10-19_02-09-42,4_full,baseline,None,None,/content/drive/MyDrive/EDA_Project/models/sst2__size-4_full__cnn__baseline__2025-10-19_02-09-42.keras,0.7889908256880734,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_orig.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,8,256,0.1
2025-10-19_02-10-36,4_full,eda,sr,0.1,/content/drive/MyDrive/EDA_Project/models/sst2__size-4_full__cnn__eda-sr_a0.1__2025-10-19_02-10-36.keras,0.7488532110091743,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_sr_0.1.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,10,256,0.1
2025-10-19_02-11-15,4_full,eda,sr,0.2,/content/drive/MyDrive/EDA_Project/models/sst2__size-4_full__cnn__eda-sr_a0.2__2025-10-19_02-11-15.keras,0.7889908256880734,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_sr_0.2.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,6,256,0.1
2025-10-19_02-12-01,4_full,eda,sr,0.3,/content/drive/MyDrive/EDA_Project/models/sst2__size-4_full__cnn__eda-sr_a0.3__2025-10-19_02-12-01.keras,0.7626146788990825,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_sr_0.3.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,8,256,0.1
2025-10-19_02-12-47,4_full,eda,sr,0.4,/content/drive/MyDrive/EDA_Project/models/sst2__size-4_full__cnn__eda-sr_a0.4__2025-10-19_02-12-47.keras,0.7522935779816514,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_sr_0.4.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,8,256,0.1
2025-10-19_02-13-34,4_full,eda,sr,0.5,/content/drive/MyDrive/EDA_Project/models/sst2__size-4_full__cnn__eda-sr_a0.5__2025-10-19_02-13-34.keras,0.7557339449541285,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_sr_0.5.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,8,256,0.1
2025-10-19_02-14-28,4_full,eda,ri,0.1,/content/drive/MyDrive/EDA_Project/models/sst2__size-4_full__cnn__eda-ri_a0.1__2025-10-19_02-14-28.keras,0.7717889908256881,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_ri_0.1.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,10,256,0.1
2025-10-19_02-15-14,4_full,eda,ri,0.2,/content/drive/MyDrive/EDA_Project/models/sst2__size-4_full__cnn__eda-ri_a0.2__2025-10-19_02-15-14.keras,0.7786697247706422,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_ri_0.2.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,8,256,0.1
2025-10-19_02-15-54,4_full,eda,ri,0.3,/content/drive/MyDrive/EDA_Project/models/sst2__size-4_full__cnn__eda-ri_a0.3__2025-10-19_02-15-54.keras,0.7855504587155964,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_ri_0.3.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,6,256,0.1
