timestamp,size,variant,method,alpha,model_path,test_acc,train_file,test_file,epochs,batch,val_split
2025-10-19_00-22-16,1_tiny,eda,ri,0.3,/content/drive/MyDrive/EDA_Project/models/sst2__size-1_tiny__cnn__eda-ri_a0.3__2025-10-19_00-22-16.keras,0.7224770642201835,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_ri_0.3.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,16,256,0.1
2025-10-19_00-22-30,1_tiny,eda,ri,0.4,/content/drive/MyDrive/EDA_Project/models/sst2__size-1_tiny__cnn__eda-ri_a0.4__2025-10-19_00-22-30.keras,0.7396788990825688,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_ri_0.4.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,11,256,0.1
2025-10-19_00-22-45,1_tiny,eda,ri,0.5,/content/drive/MyDrive/EDA_Project/models/sst2__size-1_tiny__cnn__eda-ri_a0.5__2025-10-19_00-22-44.keras,0.7327981651376146,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_ri_0.5.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,13,256,0.1
2025-10-19_00-23-00,1_tiny,eda,rd,0.1,/content/drive/MyDrive/EDA_Project/models/sst2__size-1_tiny__cnn__eda-rd_a0.1__2025-10-19_00-23-00.keras,0.7282110091743119,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_rd_0.1.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,15,256,0.1
2025-10-19_00-23-13,1_tiny,eda,rd,0.2,/content/drive/MyDrive/EDA_Project/models/sst2__size-1_tiny__cnn__eda-rd_a0.2__2025-10-19_00-23-13.keras,0.7419724770642202,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_rd_0.2.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,11,256,0.1
2025-10-19_00-23-26,1_tiny,eda,rd,0.3,/content/drive/MyDrive/EDA_Project/models/sst2__size-1_tiny__cnn__eda-rd_a0.3__2025-10-19_00-23-26.keras,0.7224770642201835,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_rd_0.3.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,9,256,0.1
2025-10-19_00-23-39,1_tiny,eda,rd,0.4,/content/drive/MyDrive/EDA_Project/models/sst2__size-1_tiny__cnn__eda-rd_a0.4__2025-10-19_00-23-39.keras,0.7052752293577982,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_rd_0.4.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,9,256,0.1
2025-10-19_00-23-52,1_tiny,eda,rd,0.5,/content/drive/MyDrive/EDA_Project/models/sst2__size-1_tiny__cnn__eda-rd_a0.5__2025-10-19_00-23-52.keras,0.7178899082568807,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_rd_0.5.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,11,256,0.1
2025-10-19_00-24-06,1_tiny,eda,rs,0.1,/content/drive/MyDrive/EDA_Project/models/sst2__size-1_tiny__cnn__eda-rs_a0.1__2025-10-19_00-24-06.keras,0.7557339449541285,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_rs_0.1.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,12,256,0.1
2025-10-19_00-24-20,1_tiny,eda,rs,0.2,/content/drive/MyDrive/EDA_Project/models/sst2__size-1_tiny__cnn__eda-rs_a0.2__2025-10-19_00-24-20.keras,0.7362385321100917,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_rs_0.2.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,12,256,0.1
2025-10-19_00-24-34,1_tiny,eda,rs,0.3,/content/drive/MyDrive/EDA_Project/models/sst2__size-1_tiny__cnn__eda-rs_a0.3__2025-10-19_00-24-34.keras,0.7477064220183486,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_rs_0.3.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,13,256,0.1
2025-10-19_00-24-48,1_tiny,eda,rs,0.4,/content/drive/MyDrive/EDA_Project/models/sst2__size-1_tiny__cnn__eda-rs_a0.4__2025-10-19_00-24-48.keras,0.7224770642201835,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_rs_0.4.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,11,256,0.1
2025-10-19_00-25-01,1_tiny,eda,rs,0.5,/content/drive/MyDrive/EDA_Project/models/sst2__size-1_tiny__cnn__eda-rs_a0.5__2025-10-19_00-25-01.keras,0.7488532110091743,/content/drive/MyDrive/EDA_Project/size_data_f1/1_tiny/sst2/train_rs_0.5.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,11,256,0.1
2025-10-19_00-25-19,2_small,baseline,None,None,/content/drive/MyDrive/EDA_Project/models/sst2__size-2_small__cnn__baseline__2025-10-19_00-25-19.keras,0.7603211009174312,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_orig.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,9,256,0.1
2025-10-19_00-25-43,2_small,eda,sr,0.1,/content/drive/MyDrive/EDA_Project/models/sst2__size-2_small__cnn__eda-sr_a0.1__2025-10-19_00-25-43.keras,0.7431192660550459,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_sr_0.1.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,9,256,0.1
2025-10-19_00-26-03,2_small,eda,sr,0.2,/content/drive/MyDrive/EDA_Project/models/sst2__size-2_small__cnn__eda-sr_a0.2__2025-10-19_00-26-03.keras,0.7385321100917431,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_sr_0.2.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,7,256,0.1
2025-10-19_00-26-25,2_small,eda,sr,0.3,/content/drive/MyDrive/EDA_Project/models/sst2__size-2_small__cnn__eda-sr_a0.3__2025-10-19_00-26-25.keras,0.7442660550458715,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_sr_0.3.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,9,256,0.1
2025-10-19_00-26-47,2_small,eda,sr,0.4,/content/drive/MyDrive/EDA_Project/models/sst2__size-2_small__cnn__eda-sr_a0.4__2025-10-19_00-26-47.keras,0.7293577981651376,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_sr_0.4.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,9,256,0.1
2025-10-19_00-27-06,2_small,eda,sr,0.5,/content/drive/MyDrive/EDA_Project/models/sst2__size-2_small__cnn__eda-sr_a0.5__2025-10-19_00-27-06.keras,0.6788990825688074,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_sr_0.5.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,6,256,0.1
2025-10-19_00-27-29,2_small,eda,ri,0.1,/content/drive/MyDrive/EDA_Project/models/sst2__size-2_small__cnn__eda-ri_a0.1__2025-10-19_00-27-29.keras,0.7442660550458715,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_ri_0.1.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,10,256,0.1
2025-10-19_00-27-52,2_small,eda,ri,0.2,/content/drive/MyDrive/EDA_Project/models/sst2__size-2_small__cnn__eda-ri_a0.2__2025-10-19_00-27-52.keras,0.7580275229357798,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_ri_0.2.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,9,256,0.1
2025-10-19_00-28-14,2_small,eda,ri,0.3,/content/drive/MyDrive/EDA_Project/models/sst2__size-2_small__cnn__eda-ri_a0.3__2025-10-19_00-28-14.keras,0.768348623853211,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_ri_0.3.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,9,256,0.1
2025-10-19_00-28-34,2_small,eda,ri,0.4,/content/drive/MyDrive/EDA_Project/models/sst2__size-2_small__cnn__eda-ri_a0.4__2025-10-19_00-28-34.keras,0.7660550458715596,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_ri_0.4.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,7,256,0.1
2025-10-19_00-28-57,2_small,eda,ri,0.5,/content/drive/MyDrive/EDA_Project/models/sst2__size-2_small__cnn__eda-ri_a0.5__2025-10-19_00-28-56.keras,0.7454128440366973,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_ri_0.5.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,8,256,0.1
2025-10-19_00-29-17,2_small,eda,rd,0.1,/content/drive/MyDrive/EDA_Project/models/sst2__size-2_small__cnn__eda-rd_a0.1__2025-10-19_00-29-17.keras,0.7419724770642202,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_rd_0.1.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,8,256,0.1
2025-10-19_00-29-38,2_small,eda,rd,0.2,/content/drive/MyDrive/EDA_Project/models/sst2__size-2_small__cnn__eda-rd_a0.2__2025-10-19_00-29-38.keras,0.75,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_rd_0.2.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,8,256,0.1
2025-10-19_00-30-00,2_small,eda,rd,0.3,/content/drive/MyDrive/EDA_Project/models/sst2__size-2_small__cnn__eda-rd_a0.3__2025-10-19_00-30-00.keras,0.7373853211009175,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_rd_0.3.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,9,256,0.1
2025-10-19_00-30-20,2_small,eda,rd,0.4,/content/drive/MyDrive/EDA_Project/models/sst2__size-2_small__cnn__eda-rd_a0.4__2025-10-19_00-30-20.keras,0.7534403669724771,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_rd_0.4.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,7,256,0.1
2025-10-19_00-30-40,2_small,eda,rd,0.5,/content/drive/MyDrive/EDA_Project/models/sst2__size-2_small__cnn__eda-rd_a0.5__2025-10-19_00-30-40.keras,0.7672018348623854,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_rd_0.5.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,7,256,0.1
2025-10-19_00-31-01,2_small,eda,rs,0.1,/content/drive/MyDrive/EDA_Project/models/sst2__size-2_small__cnn__eda-rs_a0.1__2025-10-19_00-31-01.keras,0.7511467889908257,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_rs_0.1.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,8,256,0.1
2025-10-19_00-31-23,2_small,eda,rs,0.2,/content/drive/MyDrive/EDA_Project/models/sst2__size-2_small__cnn__eda-rs_a0.2__2025-10-19_00-31-23.keras,0.7706422018348624,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_rs_0.2.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,9,256,0.1
2025-10-19_00-31-45,2_small,eda,rs,0.3,/content/drive/MyDrive/EDA_Project/models/sst2__size-2_small__cnn__eda-rs_a0.3__2025-10-19_00-31-45.keras,0.7672018348623854,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_rs_0.3.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,9,256,0.1
2025-10-19_00-32-06,2_small,eda,rs,0.4,/content/drive/MyDrive/EDA_Project/models/sst2__size-2_small__cnn__eda-rs_a0.4__2025-10-19_00-32-06.keras,0.7534403669724771,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_rs_0.4.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,8,256,0.1
2025-10-19_00-32-27,2_small,eda,rs,0.5,/content/drive/MyDrive/EDA_Project/models/sst2__size-2_small__cnn__eda-rs_a0.5__2025-10-19_00-32-27.keras,0.7614678899082569,/content/drive/MyDrive/EDA_Project/size_data_f1/2_small/sst2/train_rs_0.5.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,8,256,0.1
2025-10-19_00-32-47,3_standard,baseline,None,None,/content/drive/MyDrive/EDA_Project/models/sst2__size-3_standard__cnn__baseline__2025-10-19_00-32-47.keras,0.8004587155963303,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_orig.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,8,256,0.1
2025-10-19_00-33-19,3_standard,eda,sr,0.1,/content/drive/MyDrive/EDA_Project/models/sst2__size-3_standard__cnn__eda-sr_a0.1__2025-10-19_00-33-19.keras,0.75,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_sr_0.1.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,7,256,0.1
2025-10-19_00-33-46,3_standard,eda,sr,0.2,/content/drive/MyDrive/EDA_Project/models/sst2__size-3_standard__cnn__eda-sr_a0.2__2025-10-19_00-33-46.keras,0.7580275229357798,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_sr_0.2.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,6,256,0.1
2025-10-19_00-34-14,3_standard,eda,sr,0.3,/content/drive/MyDrive/EDA_Project/models/sst2__size-3_standard__cnn__eda-sr_a0.3__2025-10-19_00-34-14.keras,0.7752293577981652,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_sr_0.3.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,7,256,0.1
2025-10-19_00-34-43,3_standard,eda,sr,0.4,/content/drive/MyDrive/EDA_Project/models/sst2__size-3_standard__cnn__eda-sr_a0.4__2025-10-19_00-34-43.keras,0.7649082568807339,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_sr_0.4.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,8,256,0.1
2025-10-19_00-35-10,3_standard,eda,sr,0.5,/content/drive/MyDrive/EDA_Project/models/sst2__size-3_standard__cnn__eda-sr_a0.5__2025-10-19_00-35-10.keras,0.7557339449541285,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_sr_0.5.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,7,256,0.1
2025-10-19_00-35-43,3_standard,eda,ri,0.1,/content/drive/MyDrive/EDA_Project/models/sst2__size-3_standard__cnn__eda-ri_a0.1__2025-10-19_00-35-43.keras,0.7614678899082569,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_ri_0.1.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,10,256,0.1
2025-10-19_00-36-12,3_standard,eda,ri,0.2,/content/drive/MyDrive/EDA_Project/models/sst2__size-3_standard__cnn__eda-ri_a0.2__2025-10-19_00-36-12.keras,0.7855504587155964,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_ri_0.2.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,8,256,0.1
2025-10-19_00-36-40,3_standard,eda,ri,0.3,/content/drive/MyDrive/EDA_Project/models/sst2__size-3_standard__cnn__eda-ri_a0.3__2025-10-19_00-36-40.keras,0.7786697247706422,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_ri_0.3.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,7,256,0.1
2025-10-19_00-37-11,3_standard,eda,ri,0.4,/content/drive/MyDrive/EDA_Project/models/sst2__size-3_standard__cnn__eda-ri_a0.4__2025-10-19_00-37-11.keras,0.7970183486238532,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_ri_0.4.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,9,256,0.1
2025-10-19_00-37-41,3_standard,eda,ri,0.5,/content/drive/MyDrive/EDA_Project/models/sst2__size-3_standard__cnn__eda-ri_a0.5__2025-10-19_00-37-41.keras,0.8004587155963303,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_ri_0.5.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,8,256,0.1
2025-10-19_00-38-11,3_standard,eda,rd,0.1,/content/drive/MyDrive/EDA_Project/models/sst2__size-3_standard__cnn__eda-rd_a0.1__2025-10-19_00-38-11.keras,0.7706422018348624,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_rd_0.1.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,9,256,0.1
2025-10-19_00-38-44,3_standard,eda,rd,0.2,/content/drive/MyDrive/EDA_Project/models/sst2__size-3_standard__cnn__eda-rd_a0.2__2025-10-19_00-38-44.keras,0.7694954128440367,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_rd_0.2.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,10,256,0.1
2025-10-19_00-39-14,3_standard,eda,rd,0.3,/content/drive/MyDrive/EDA_Project/models/sst2__size-3_standard__cnn__eda-rd_a0.3__2025-10-19_00-39-14.keras,0.7477064220183486,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_rd_0.3.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,9,256,0.1
2025-10-19_00-39-41,3_standard,eda,rd,0.4,/content/drive/MyDrive/EDA_Project/models/sst2__size-3_standard__cnn__eda-rd_a0.4__2025-10-19_00-39-41.keras,0.7545871559633027,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_rd_0.4.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,7,256,0.1
2025-10-19_00-40-11,3_standard,eda,rd,0.5,/content/drive/MyDrive/EDA_Project/models/sst2__size-3_standard__cnn__eda-rd_a0.5__2025-10-19_00-40-11.keras,0.7637614678899083,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_rd_0.5.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,9,256,0.1
2025-10-19_00-40-41,3_standard,eda,rs,0.1,/content/drive/MyDrive/EDA_Project/models/sst2__size-3_standard__cnn__eda-rs_a0.1__2025-10-19_00-40-41.keras,0.7717889908256881,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_rs_0.1.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,9,256,0.1
2025-10-19_00-41-11,3_standard,eda,rs,0.2,/content/drive/MyDrive/EDA_Project/models/sst2__size-3_standard__cnn__eda-rs_a0.2__2025-10-19_00-41-11.keras,0.786697247706422,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_rs_0.2.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,8,256,0.1
2025-10-19_00-41-40,3_standard,eda,rs,0.3,/content/drive/MyDrive/EDA_Project/models/sst2__size-3_standard__cnn__eda-rs_a0.3__2025-10-19_00-41-40.keras,0.7993119266055045,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_rs_0.3.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,8,256,0.1
2025-10-19_00-42-08,3_standard,eda,rs,0.4,/content/drive/MyDrive/EDA_Project/models/sst2__size-3_standard__cnn__eda-rs_a0.4__2025-10-19_00-42-08.keras,0.7672018348623854,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_rs_0.4.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,7,256,0.1
2025-10-19_00-42-37,3_standard,eda,rs,0.5,/content/drive/MyDrive/EDA_Project/models/sst2__size-3_standard__cnn__eda-rs_a0.5__2025-10-19_00-42-37.keras,0.7901376146788991,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_rs_0.5.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,8,256,0.1
2025-10-19_00-43-02,4_full,baseline,None,None,/content/drive/MyDrive/EDA_Project/models/sst2__size-4_full__cnn__baseline__2025-10-19_00-43-02.keras,0.8004587155963303,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_orig.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,7,256,0.1
2025-10-19_00-43-58,4_full,eda,sr,0.1,/content/drive/MyDrive/EDA_Project/models/sst2__size-4_full__cnn__eda-sr_a0.1__2025-10-19_00-43-58.keras,0.7649082568807339,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_sr_0.1.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,10,256,0.1
2025-10-19_00-44-48,4_full,eda,sr,0.2,/content/drive/MyDrive/EDA_Project/models/sst2__size-4_full__cnn__eda-sr_a0.2__2025-10-19_00-44-48.keras,0.7557339449541285,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_sr_0.2.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,9,256,0.1
2025-10-19_00-45-38,4_full,eda,sr,0.3,/content/drive/MyDrive/EDA_Project/models/sst2__size-4_full__cnn__eda-sr_a0.3__2025-10-19_00-45-38.keras,0.7442660550458715,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_sr_0.3.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,9,256,0.1
